doc_index,doc_id,section_title,section_title_raw,section_char_len,PRM_min,PRM_max,PRM_mean
84,424,LSTM EXPERIMENTS,9 LSTM EXPERIMENTS,611,0.74609375,0.984375,0.9112723214285714
84,424,CONCLUSION,10 CONCLUSION,1106,0.92578125,0.98828125,0.9713541666666666
84,424,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,425,0.92578125,0.98046875,0.9557291666666666
84,424,MONTE-CARLO ESTIMATE OF MOLLIFICATION,A MONTE-CARLO ESTIMATE OF MOLLIFICATION,309,0.8515625,0.94140625,0.896484375
84,424,DERIVATION OF THE NOISY ACTIVATIONS FOR THE GATING,B DERIVATION OF THE NOISY ACTIVATIONS FOR THE GATING,751,0.2099609375,0.94921875,0.6685546875
84,424,EXPERIMENTAL DETAILS,C EXPERIMENTAL DETAILS,2228,0.8671875,0.99609375,0.9684495192307693
85,426,ABSTRACT,ABSTRACT,1096,0.984375,1.0,0.99365234375
85,426,INTRODUCTION,1 INTRODUCTION,4694,0.71875,0.99609375,0.9556206597222222
85,426,OFFLINE BILINGUAL LANGUAGE VECTORS,2 OFFLINE BILINGUAL LANGUAGE VECTORS,11897,0.859375,0.99609375,0.9616008254716981
85,426,EXPERIMENTS,3 EXPERIMENTS,8521,0.703125,0.9921875,0.9225050403225806
85,426,SUMMARY,4 SUMMARY,1965,0.7109375,0.98828125,0.9152644230769231
85,426,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,197,0.640625,0.9609375,0.80078125
85,426,THE ORTHOGONAL PROCRUSTES PROBLEM,A THE ORTHOGONAL PROCRUSTES PROBLEM,647,0.80859375,0.95703125,0.91015625
85,426,ADDITIONAL EXPERIMENTS,B ADDITIONAL EXPERIMENTS,571,0.81640625,0.94140625,0.8720703125
86,427,ABSTRACT,ABSTRACT,727,0.9921875,1.0,0.99765625
86,427,INTRODUCTION,1 INTRODUCTION,1630,0.9609375,0.99609375,0.98359375
86,427,RELATED WORK,2 RELATED WORK,2551,0.875,0.9921875,0.9485294117647058
86,427,APPROACH,3 APPROACH,6585,0.373046875,0.9921875,0.931689453125
86,427,EXPERIMENTS,4 EXPERIMENTS,11446,0.625,0.98828125,0.9448302469135802
86,427,FUTURE WORK,5 FUTURE WORK,841,0.74609375,0.98828125,0.931640625
86,427,CONCLUSION,6 CONCLUSION,799,0.92578125,0.98046875,0.9609375
86,427,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,4000,0.5078125,0.99609375,0.8000959429824561
87,430,ABSTRACT,ABSTRACT,1105,0.98828125,1.0,0.9982638888888888
87,430,INTRODUCTION,1 INTRODUCTION,3466,0.76953125,0.98828125,0.9538043478260869
87,430,LATENT SEQUENCE DECOMPOSITIONS,2 LATENT SEQUENCE DECOMPOSITIONS,6386,0.7890625,0.99609375,0.9605978260869565
87,430,MODEL,3 MODEL,1780,0.87109375,0.9921875,0.9331597222222222
87,430,DECODING,4 DECODING,509,0.7578125,0.86328125,0.810546875
87,430,EXPERIMENTS,5 EXPERIMENTS,6074,0.6953125,0.98828125,0.9263509114583334
87,430,RELATED WORK,6 RELATED WORK,2305,0.6875,0.98828125,0.9178125
87,430,CONCLUSION,7 CONCLUSION,561,0.90234375,0.9921875,0.965625
87,430,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,278,0.89453125,0.89453125,0.89453125
87,430,LEARNING THE DECOMPOSITIONS,A LEARNING THE DECOMPOSITIONS,6865,0.16015625,0.9765625,0.47495814732142855
88,431,ABSTRACT,ABSTRACT,1342,0.98828125,1.0,0.9977678571428571
88,431,INTRODUCTION,1 INTRODUCTION,2147,0.85546875,0.9921875,0.9603794642857143
88,431,BACKGROUND AND RELATED WORK,2 BACKGROUND AND RELATED WORK,2819,0.83984375,0.99609375,0.94189453125
88,431,PALEO,3 PALEO,11352,0.65234375,0.99609375,0.9547183388157895
88,431,EXPERIMENTS,4 EXPERIMENTS,6587,0.73046875,0.99609375,0.9024251302083334
88,431,CONCLUSION,5 CONCLUSION,403,0.98828125,0.99609375,0.9921875
89,432,ABSTRACT,ABSTRACT,1174,0.9921875,1.0,0.9986979166666666
89,432,INTRODUCTION,1 INTRODUCTION,5973,0.84765625,0.99609375,0.9693834459459459
89,432,REINFORCEMENT LEARNING,2 REINFORCEMENT LEARNING,6638,0.88671875,1.0,0.9777513586956522
89,432,REGULARIZED POLICY GRADIENT ALGORITHM,3 REGULARIZED POLICY GRADIENT ALGORITHM,9346,0.349609375,1.0,0.9362540409482759
89,432,PGQL,4 PGQL,6677,0.283203125,1.0,0.9344035823170732
89,432,NUMERICAL EXPERIMENTS,5 NUMERICAL EXPERIMENTS,5876,0.75,0.99609375,0.9321732954545454
89,432,CONCLUSIONS,6 CONCLUSIONS,863,0.9609375,0.99609375,0.984375
89,432,ACKNOWLEDGMENTS,7 ACKNOWLEDGMENTS,211,0.86328125,0.99609375,0.9296875
89,432,PGQL BELLMAN RESIDUAL,A PGQL BELLMAN RESIDUAL,1469,0.80078125,0.95703125,0.87890625
90,433,ABSTRACT,ABSTRACT,27317,0.349609375,1.0,0.8906470692090396
91,434,ABSTRACT,ABSTRACT,646,0.99609375,1.0,0.998046875
91,434,INTRODUCTION,1 INTRODUCTION,3760,0.74609375,0.9921875,0.9522569444444444
91,434,PREREQUISITES,2 PREREQUISITES,4033,0.921875,0.99609375,0.9741908482142857
91,434,BATCH-NORMALIZED LSTM,3 BATCH-NORMALIZED LSTM,4374,0.74609375,0.99609375,0.94228515625
91,434,EXPERIMENTS,5 EXPERIMENTS,9176,0.6953125,0.99609375,0.948999297752809
91,434,CONCLUSION,6 CONCLUSION,817,0.6796875,0.984375,0.8704427083333334
91,434,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,477,0.90625,0.984375,0.94921875
91,434,TEACHING MACHINES TO READ AND COMPREHEND: TASK SETUP,C TEACHING MACHINES TO READ AND COMPREHEND: TASK SETUP,1341,0.78125,0.99609375,0.9032451923076923
91,434,HYPERPARAMETER SEARCHES,D HYPERPARAMETER SEARCHES,610,0.796875,0.98046875,0.93359375
92,435,ABSTRACT,ABSTRACT,789,0.984375,1.0,0.9967447916666666
92,435,INTRODUCTION,1 INTRODUCTION,3991,0.6640625,0.98828125,0.9255859375
92,435,RELATED WORK,2 RELATED WORK,4345,0.83984375,0.9921875,0.9370492788461539
92,435,STOCHASTIC GRADIENT DESCENT WITH WARM RESTARTS (SGDR),3 STOCHASTIC GRADIENT DESCENT WITH WARM RESTARTS (SGDR),2546,0.8671875,0.99609375,0.9460018382352942
92,435,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,11241,0.49609375,0.9921875,0.901273544520548
92,435,DISCUSSION,5 DISCUSSION,1957,0.369140625,0.984375,0.8829273897058824
92,435,CONCLUSION,6 CONCLUSION,1613,0.8359375,0.984375,0.9435096153846154
92,435,ACKNOWLEDGMENTS,7 ACKNOWLEDGMENTS,301,0.6953125,0.98046875,0.837890625
92,435,SUPPLEMENTARY MATERIAL,8 SUPPLEMENTARY MATERIAL,914,0.72265625,0.875,0.8125
93,436,ABSTRACT,ABSTRACT,3004,0.97265625,1.0,0.9956597222222222
93,436,BACKGROUND AND INTRODUCTION,1 BACKGROUND AND INTRODUCTION,6850,0.89453125,1.0,0.9629340277777778
93,436,NEURAL PROGRAMMER,2 NEURAL PROGRAMMER,7836,0.51953125,0.99609375,0.9366122159090909
93,436,EXPERIMENTS,3 EXPERIMENTS,9431,0.6484375,0.98828125,0.9205907534246576
93,436,OTHER RELATED WORK,4 OTHER RELATED WORK,974,0.65625,0.95703125,0.87060546875
93,436,CONCLUSION,5 CONCLUSION,1128,0.8828125,0.98046875,0.9347098214285714
94,437,ABSTRACT,ABSTRACT,641,0.99609375,1.0,0.998046875
94,437,INTRODUCTION,1 INTRODUCTION,2874,0.81640625,0.9921875,0.945068359375
94,437,RELATED WORK,2 RELATED WORK,2360,0.8828125,0.99609375,0.9557291666666666
94,437,ASYNCHRONOUS ADVANTAGE ACTOR CRITIC (A3C),3 ASYNCHRONOUS ADVANTAGE ACTOR CRITIC (A3C),4399,0.8828125,0.99609375,0.9651041666666667
94,437,HYBRID CPU/GPU A3C (GA3C),4 HYBRID CPU/GPU A3C (GA3C),9662,0.7734375,0.98828125,0.9483384683098591
94,437,ANALYSIS,5 ANALYSIS,12673,0.453125,0.98828125,0.8882087628865979
94,437,CONCLUSION,6 CONCLUSION,1390,0.95703125,0.9921875,0.9833984375
94,437,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,66,0.91015625,0.91015625,0.91015625
95,439,ABSTRACT,ABSTRACT,705,0.98828125,1.0,0.9970703125
95,439,INTRODUCTION,1 INTRODUCTION,3952,0.53515625,0.9921875,0.92578125
95,439,BACKGROUND ON INDUCTIVE PROGRAM SYNTHESIS,2 BACKGROUND ON INDUCTIVE PROGRAM SYNTHESIS,5036,0.87890625,1.0,0.9761402027027027
95,439,LEARNING INDUCTIVE PROGRAM SYNTHESIS (LIPS),3 LEARNING INDUCTIVE PROGRAM SYNTHESIS (LIPS),3278,0.890625,1.0,0.9757254464285714
95,439,DEEPCODER,4 DEEPCODER,10134,0.7109375,0.99609375,0.9537301936619719
95,439,EXPERIMENTS,5 EXPERIMENTS,6534,0.609375,0.9921875,0.9005408653846154
95,439,RELATED WORK,6 RELATED WORK,3185,0.84765625,0.9921875,0.9594184027777778
95,439,DISCUSSION AND FUTURE WORK,7 DISCUSSION AND FUTURE WORK,2157,0.81640625,0.9921875,0.9486607142857143
95,439,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,172,0.9140625,0.9140625,0.9140625
95,439,EXAMPLE PROGRAMS,A EXAMPLE PROGRAMS,4797,0.6875,0.98828125,0.9495634191176471
95,439,EXPERIMENTAL RESULTS,B EXPERIMENTAL RESULTS,1743,0.58203125,0.98828125,0.8696986607142857
95,439,THE NEURAL NETWORK,C THE NEURAL NETWORK,1867,0.765625,0.99609375,0.9034598214285714
95,439,DEPTH-FIRST SEARCH,D DEPTH-FIRST SEARCH,1473,0.8515625,0.984375,0.9535590277777778
95,439,TRAINING LOSS FUNCTION,E TRAINING LOSS FUNCTION,4311,0.76171875,0.9921875,0.9138926630434783
95,439,DOMAIN SPECIFIC LANGUAGE OF DEEPCODER,F DOMAIN SPECIFIC LANGUAGE OF DEEPCODER,3955,0.58203125,0.99609375,0.96328125
95,439,ANALYSIS OF TRAINED NEURAL NETWORKS,G ANALYSIS OF TRAINED NEURAL NETWORKS,1787,0.79296875,0.98828125,0.9072265625
96,440,ABSTRACT,ABSTRACT,979,0.98828125,1.0,0.9972098214285714
96,440,INTRODUCTION,1 INTRODUCTION,2824,0.84375,0.9921875,0.9626736111111112
96,440,BACKGROUND,2 BACKGROUND,7338,0.66015625,0.99609375,0.9473286290322581
96,440,POLICY SEARCH USING BNNS WITH STOCHASTIC INPUTS,3 POLICY SEARCH USING BNNS WITH STOCHASTIC INPUTS,5848,0.640625,0.99609375,0.9449573863636364
96,440,EXPERIMENTS,4 EXPERIMENTS,10040,0.6484375,0.99609375,0.9474724264705883
96,440,RELATED WORK,5 RELATED WORK,1456,0.93359375,0.99609375,0.9698660714285714
96,440,CONCLUSION AND FUTURE WORK,6 CONCLUSION AND FUTURE WORK,1383,0.91796875,0.9921875,0.9705255681818182
96,440,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,233,0.89453125,0.98828125,0.94140625
96,440,METHODS,B METHODS,2445,0.7265625,0.9921875,0.9252717391304348
96,440,MODEL PARAMETERS,C MODEL PARAMETERS,1388,0.81640625,0.9921875,0.9564302884615384
96,440,COMPUTATIONAL COMPLEXITY,D COMPUTATIONAL COMPLEXITY,1207,0.859375,0.98828125,0.9370659722222222
97,441,ABSTRACT,ABSTRACT,1012,0.99609375,1.0,0.9984375
97,441,INTRODUCTION,1 INTRODUCTION,3865,0.80859375,0.99609375,0.9508713942307693
97,441,RELATED WORK,2 RELATED WORK,4319,0.9140625,0.9921875,0.9589120370370371
97,441,RECURRENT NEURAL NETWORKS,3 RECURRENT NEURAL NETWORKS,2142,0.859375,0.99609375,0.9694293478260869
97,441,VARIABLE COMPUTATION RNN,4 VARIABLE COMPUTATION RNN,4941,0.78515625,1.0,0.9419389204545454
97,441,EXPERIMENTS,5 EXPERIMENTS,8312,0.54296875,0.99609375,0.91845703125
97,441,CONCLUSION AND FUTURE WORK,6 CONCLUSION AND FUTURE WORK,1131,0.90234375,0.9921875,0.9703125
97,441,APPENDIX,A APPENDIX,984,0.48046875,0.98046875,0.8194444444444444
98,442,ABSTRACT,ABSTRACT,541,0.97265625,1.0,0.99296875
98,442,INTRODUCTION,1 INTRODUCTION,4161,0.515625,0.99609375,0.9490840517241379
98,442,RELATED WORK,2 RELATED WORK,3360,0.87109375,0.99609375,0.9556790865384616
98,442,METHOD,3 METHOD,4089,0.357421875,0.99609375,0.9191984953703703
98,442,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,21085,0.50390625,0.99609375,0.9261410361842105
98,442,FUTURE DIRECTIONS,5 FUTURE DIRECTIONS,740,0.5,0.97265625,0.8095703125
98,442,HYPERPARAMETERS AND ARCHITECTURE DETAILS FOR EXPERIMENTS,A HYPERPARAMETERS AND ARCHITECTURE DETAILS FOR EXPERIMENTS,2142,0.74609375,0.99609375,0.9239583333333333
98,442,CONNECTION TO VARIATIONAL AUTOENCODERS,B CONNECTION TO VARIATIONAL AUTOENCODERS,3677,0.6640625,0.99609375,0.9310546875
98,442,QUADRATIC BOUNDS FOR STOCHASTIC LOGISTIC REGRESSION DECODER,C QUADRATIC BOUNDS FOR STOCHASTIC LOGISTIC REGRESSION DECODER,2237,0.671875,0.9921875,0.9034598214285714
99,443,ABSTRACT,ABSTRACT,953,0.9921875,0.99609375,0.994140625
99,443,INTRODUCTION,1 INTRODUCTION,4192,0.7421875,0.98828125,0.9167258522727273
99,443,BACKGROUND: SEGMENT TO SEGMENT NEURAL TRANSDUCTION,2 BACKGROUND: SEGMENT TO SEGMENT NEURAL TRANSDUCTION,6038,0.8125,0.9921875,0.9447985197368421
99,443,DECODING,3 DECODING,2909,0.546875,0.9921875,0.9162946428571429
99,443,EXPERIMENTS,4 EXPERIMENTS,10571,0.498046875,0.99609375,0.9230369857594937
99,443,ANALYSIS,5 ANALYSIS,1043,0.77734375,0.9921875,0.8989955357142857
99,443,RELATED WORK,6 RELATED WORK,3571,0.79296875,0.98046875,0.92328125
99,443,CONCLUSION,7 CONCLUSION,609,0.9375,0.9765625,0.9609375
99,443,ALGORITHM,A ALGORITHM,1171,0.2333984375,0.8828125,0.7020263671875
99,443,EXAMPLE OUTPUTS,B EXAMPLE OUTPUTS,2857,0.62109375,0.96875,0.8740808823529411
100,445,ABSTRACT,ABSTRACT,1460,0.98828125,1.0,0.99765625
100,445,INTRODUCTION,1 INTRODUCTION,2654,0.93359375,0.99609375,0.9736328125
100,445,RELATED WORK,2 RELATED WORK,4373,0.8046875,0.99609375,0.9532552083333333
100,445,DATASET AND TASKS,3 DATASET AND TASKS,3186,0.734375,0.99609375,0.96171875
100,445,METHODS,4 METHODS,9696,0.8046875,0.99609375,0.964902052238806
100,445,EXPERIMENTS,5 EXPERIMENTS,7898,0.4765625,0.99609375,0.90966796875
100,445,CONCLUSION,6 CONCLUSION,727,0.89453125,0.98046875,0.95
100,445,FURTHER SIMULATOR TASK DETAILS,A FURTHER SIMULATOR TASK DETAILS,1457,0.81640625,0.98828125,0.9552283653846154
100,445,INSTRUCTIONS GIVEN TO TURKERS,B INSTRUCTIONS GIVEN TO TURKERS,1457,0.91796875,0.99609375,0.9756944444444444
100,445,ADDITIONAL EXPERIMENTS,C ADDITIONAL EXPERIMENTS,2430,0.73046875,0.9921875,0.9208470394736842
101,446,ABSTRACT,ABSTRACT,895,0.9921875,1.0,0.9970703125
101,446,INTRODUCTION,1 INTRODUCTION,4076,0.89453125,0.9921875,0.9658717105263158
101,446,ADVERSARIALLY LEARNED INFERENCE,2 ADVERSARIALLY LEARNED INFERENCE,8464,0.6953125,0.99609375,0.9529532967032966
101,446,RELATED WORK,3 RELATED WORK,2102,0.86328125,0.984375,0.940673828125
101,446,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,9991,0.75,0.9921875,0.9339272103658537
101,446,CONCLUSION,5 CONCLUSION,427,0.95703125,0.99609375,0.9778645833333334
101,446,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,507,0.921875,0.9765625,0.9401041666666666
101,446,HYPERPARAMETERS,A HYPERPARAMETERS,5253,0.349609375,0.9609375,0.7234933035714286
101,446,A GENERATIVE STORY FOR ALI,B A GENERATIVE STORY FOR ALI,2594,0.84375,0.98828125,0.96078125
102,447,ABSTRACT,ABSTRACT,1434,0.99609375,1.0,0.998828125
102,447,INTRODUCTION,1 INTRODUCTION,2816,0.703125,0.9921875,0.958984375
102,447,RELATED WORK,2 RELATED WORK,2600,0.8515625,0.9921875,0.95703125
102,447,THE TASKS,3 THE TASKS,7723,0.6796875,0.99609375,0.9573739035087719
102,447,TRAIN/TEST REGIME,4 TRAIN/TEST REGIME,10516,0.765625,0.99609375,0.9692095588235294
102,447,MODELS,5 MODELS,4970,0.8125,0.99609375,0.9556884765625
102,447,EXPERIMENTS,6 EXPERIMENTS,5703,0.75,0.98828125,0.930407072368421
102,447,CONCLUSIONS,7 CONCLUSIONS,434,0.92578125,0.984375,0.9596354166666666
103,449,ABSTRACT,ABSTRACT,1278,0.99609375,1.0,0.99853515625
103,449,INTRODUCTION,1 INTRODUCTION,4402,0.875,0.9921875,0.9635044642857142
103,449,RELATED WORK,2 RELATED WORK,5200,0.7890625,0.99609375,0.9656929347826086
103,449,FRACTAL NETWORKS,3 FRACTAL NETWORKS,6300,0.828125,0.99609375,0.9567522321428571
103,449,EXPERIMENTS,4 EXPERIMENTS,9487,0.46484375,0.99609375,0.8876838235294118
103,449,CONCLUSION,5 CONCLUSION,1159,0.7890625,0.98828125,0.951953125
103,449,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,109,0.97265625,0.97265625,0.97265625
104,450,ABSTRACT,ABSTRACT,1293,0.99609375,1.0,0.999609375
104,450,INTRODUCTION,1 INTRODUCTION,2980,0.96875,0.99609375,0.9861111111111112
104,450,TWO-SAMPLE TESTING,2 TWO-SAMPLE TESTING,5340,0.7578125,0.99609375,0.9753472222222223
104,450,CLASSIFIER TWO-SAMPLE TESTS (C2ST),3 CLASSIFIER TWO-SAMPLE TESTS (C2ST),7264,0.63671875,0.99609375,0.9468900240384616
104,450,EXPERIMENTS ON TWO-SAMPLE TESTING,4 EXPERIMENTS ON TWO-SAMPLE TESTING,5965,0.7734375,0.9921875,0.9497282608695652
104,450,EXPERIMENTS ON GENERATIVE ADVERSARIAL NETWORK EVALUATION,5 EXPERIMENTS ON GENERATIVE ADVERSARIAL NETWORK EVALUATION,7775,0.765625,0.99609375,0.9505709134615384
104,450,EXPERIMENTS ON CONDITIONAL GANS FOR CAUSAL DISCOVERY,6 EXPERIMENTS ON CONDITIONAL GANS FOR CAUSAL DISCOVERY,4430,0.78515625,1.0,0.9676339285714286
104,450,CONCLUSION,7 CONCLUSION,1863,0.263671875,0.984375,0.79931640625
104,450,RESULTS ON EVALUATION OF GENERATIVE ADVERSARIAL NETWORKS,A RESULTS ON EVALUATION OF GENERATIVE ADVERSARIAL NETWORKS,1181,0.1669921875,0.1669921875,0.1669921875
104,450,PROOF OF THEOREM 1,B PROOF OF THEOREM 1,685,0.2080078125,0.8828125,0.622314453125
104,450,ACKNOWLEDGEMENTS,C ACKNOWLEDGEMENTS,268,0.74609375,0.89453125,0.8190104166666666
105,451,ABSTRACT,ABSTRACT,1612,0.984375,1.0,0.99755859375
105,451,INTRODUCTION,1 INTRODUCTION,5289,0.6796875,0.99609375,0.9431537828947368
105,451,TOPOLOGY OF LEVEL SETS,2 TOPOLOGY OF LEVEL SETS,14283,0.447265625,0.99609375,0.9433312724820144
105,451,GEOMETRY OF LEVEL SETS,3 GEOMETRY OF LEVEL SETS,3895,0.66796875,0.99609375,0.91328125
105,451,NUMERICAL EXPERIMENTS,4 NUMERICAL EXPERIMENTS,3575,0.75390625,0.99609375,0.9203464673913043
105,451,DISCUSSION,5 DISCUSSION,2625,0.875,0.9921875,0.962171052631579
105,451,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,448,0.78125,0.9765625,0.9114583333333334
105,451,CONSTRAINED DYNAMIC STRING SAMPLING,A CONSTRAINED DYNAMIC STRING SAMPLING,3024,0.279296875,0.98828125,0.923046875
105,451,PROOFS,B PROOFS,2217,0.703125,0.99609375,0.942639802631579
105,451,2 (‖U‖2 + ‖V ‖2) .,1 2 (‖U‖2 + ‖V ‖2) .,10778,0.6015625,0.9921875,0.9357052364864865
105,451,VISUALIZATION OF CONNECTION,D VISUALIZATION OF CONNECTION,1057,0.859375,0.98828125,0.943359375
105,451,A DISCONNECTION,E A DISCONNECTION,1345,0.6171875,0.96875,0.8707386363636364
106,452,ABSTRACT,ABSTRACT,1048,0.99609375,1.0,0.9984375
106,452,INTRODUCTION,1 INTRODUCTION,4098,0.6796875,0.99609375,0.9418826219512195
106,452,RELATED WORK,2 RELATED WORK,4640,0.8828125,0.98828125,0.9556640625
106,452,BACKGROUND,3 BACKGROUND,3058,0.8828125,0.99609375,0.9705078125
106,452,FIGAR: FINE GRAINED ACTION REPETITION,4 FIGAR: FINE GRAINED ACTION REPETITION,8768,0.65234375,0.99609375,0.9536323051948052
106,452,EXPERIMENTAL SETUP AND RESULTS,5 EXPERIMENTAL SETUP AND RESULTS,6456,0.66015625,0.99609375,0.9351827330508474
106,452,"CONCLUSION, SHORTCOMINGS AND FUTURE WORK","6 CONCLUSION, SHORTCOMINGS AND FUTURE WORK",2147,0.87890625,0.98828125,0.9528245192307693
106,452,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,640,0.8046875,0.984375,0.9503348214285714
106,452,EXPERIMENTAL DETAILS AND RESULTS,EXPERIMENTAL DETAILS AND RESULTS,8231,0.65234375,0.984375,0.9129379734848485
106,452,EXPERIMENTAL DETAILS,EXPERIMENTAL DETAILS,3618,0.76953125,0.984375,0.9293981481481481
106,452,EXPERIMENTAL DETAILS,EXPERIMENTAL DETAILS,4855,0.7265625,0.9921875,0.9453125
107,453,ABSTRACT,ABSTRACT,1037,0.99609375,1.0,0.998046875
107,453,INTRODUCTION,1 INTRODUCTION,4371,0.90234375,1.0,0.9782366071428571
107,453,RELATED WORK,2 RELATED WORK,2685,0.77734375,1.0,0.94580078125
107,453,LOSS-AWARE BINARIZATION,3 LOSS-AWARE BINARIZATION,8470,0.6015625,0.99609375,0.9444247159090909
107,453,EXPERIMENTS,4 EXPERIMENTS,7890,0.62109375,0.99609375,0.9459635416666666
107,453,CONCLUSION,5 CONCLUSION,577,0.9609375,0.9921875,0.98046875
107,453,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,344,0.6015625,0.9921875,0.8268229166666666
107,453,PROOF OF PROPOSITION 3.1,A PROOF OF PROPOSITION 3.1,627,0.1630859375,0.85546875,0.6711774553571429
107,453,PROOF OF THEOREM 3.1,B PROOF OF THEOREM 3.1,752,0.287109375,0.98828125,0.7439630681818182
107,453,PROOF OF PROPOSITION 3.2,C PROOF OF PROPOSITION 3.2,136,0.7265625,0.78515625,0.755859375
108,455,ABSTRACT,ABSTRACT,1992,0.99609375,1.0,0.9990234375
108,455,INTRODUCTION,1 INTRODUCTION,4280,0.90234375,0.99609375,0.9757254464285714
108,455,THE EBGAN MODEL,2 THE EBGAN MODEL,6376,0.91015625,0.99609375,0.9651834239130435
108,455,"(G∗, D∗) ≤ V (G∗, D) ∀D (3) U(G∗, D∗) ≤ U(G,D∗) ∀G (4)","V (G∗, D∗) ≤ V (G∗, D) ∀D (3) U(G∗, D∗) ≤ U(G,D∗) ∀G (4)",1963,0.5625,0.9921875,0.8953536184210527
108,455,RELATED WORK,3 RELATED WORK,827,0.921875,0.9921875,0.96640625
108,455,EXPERIMENTS,4 EXPERIMENTS,5778,0.82421875,0.9921875,0.94853515625
108,455,OUTLOOK,5 OUTLOOK,855,0.93359375,0.99609375,0.974609375
108,455,APPENDIX: TECHNICAL POINTS OF SECTION 2.2,A APPENDIX: TECHNICAL POINTS OF SECTION 2.2,2183,0.67578125,0.9921875,0.92578125
108,455,APPENDIX: MORE INTERPRETATIONS ABOUT GANS AND ENERGY-BASED LEARNING,B APPENDIX: MORE INTERPRETATIONS ABOUT GANS AND ENERGY-BASED LEARNING,1084,0.87109375,0.99609375,0.9546875
108,455,APPENDIX: EXPERIMENT SETTINGS,C APPENDIX: EXPERIMENT SETTINGS,3323,0.6171875,0.99609375,0.9263822115384616
108,455,APPENDIX: SEMI-SUPERVISED LEARNING EXPERIMENT SETTING,D APPENDIX: SEMI-SUPERVISED LEARNING EXPERIMENT SETTING,2965,0.58984375,0.99609375,0.912109375
108,455,APPENDIX: TIPS FOR SETTING A GOOD ENERGY MARGIN VALUE,E APPENDIX: TIPS FOR SETTING A GOOD ENERGY MARGIN VALUE,2011,0.76953125,0.96875,0.9202008928571429
108,455,APPENDIX: MORE GENERATION,F APPENDIX: MORE GENERATION,851,0.80859375,0.984375,0.9402901785714286
109,456,ABSTRACT,ABSTRACT,1768,0.9921875,1.0,0.9981971153846154
109,456,INTRODUCTION,1 INTRODUCTION,4790,0.92578125,0.99609375,0.9754284274193549
109,456,HIDDEN ACTIVATION MATCHING,2 HIDDEN ACTIVATION MATCHING,2942,0.734375,0.99609375,0.9275716145833334
109,456,RELATED WORK,3 RELATED WORK,4594,0.67578125,0.9921875,0.9356098790322581
109,456,CENTRAL MOMENT DISCREPANCY (CMD),4 CENTRAL MOMENT DISCREPANCY (CMD),4989,0.58203125,0.99609375,0.9536458333333333
109,456,EXPERIMENTS,5 EXPERIMENTS,11241,0.38671875,0.9921875,0.9349786931818181
109,456,CONCLUSION AND OUTLOOK,6 CONCLUSION AND OUTLOOK,1644,0.92578125,0.9921875,0.9769176136363636
109,456,THEOREM PROOFS,A THEOREM PROOFS,2440,0.302734375,1.0,0.9377790178571429
109,456,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,352,0.78125,0.98828125,0.884765625
110,458,ABSTRACT,ABSTRACT,1124,0.9921875,1.0,0.9973958333333334
110,458,INTRODUCTION,1 INTRODUCTION,3658,0.75,0.99609375,0.9425
110,458,RELATED WORK,2 RELATED WORK,7137,0.68359375,0.98828125,0.9241677989130435
110,458,LOCAL ENTROPY,3 LOCAL ENTROPY,4699,0.8359375,0.99609375,0.9613486842105263
110,458,ENTROPY-GUIDED SGD,4 ENTROPY-GUIDED SGD,9772,0.5625,0.99609375,0.9129746835443038
110,458,EXPERIMENTS,5 EXPERIMENTS,11605,0.58203125,0.99609375,0.9054848582474226
110,458,DISCUSSION,6 DISCUSSION,1639,0.7109375,0.984375,0.9055989583333334
110,458,CONCLUSIONS,7 CONCLUSIONS,584,0.8984375,0.98046875,0.955078125
110,458,ACKNOWLEDGMENTS,8 ACKNOWLEDGMENTS,104,0.58203125,0.58203125,0.58203125
110,458,STOCHASTIC GRADIENT LANGEVIN DYNAMICS (SGLD),A STOCHASTIC GRADIENT LANGEVIN DYNAMICS (SGLD),2847,0.47265625,0.99609375,0.9239309210526315
110,458,PROOFS,B PROOFS,1195,0.50390625,0.98046875,0.8373579545454546
110,458,CONNECTION TO VARIATIONAL INFERENCE,C CONNECTION TO VARIATIONAL INFERENCE,5026,0.671875,0.99609375,0.907298018292683
111,459,ABSTRACT,ABSTRACT,851,0.98828125,1.0,0.9977678571428571
111,459,INTRODUCTION,1 INTRODUCTION,3480,0.78515625,0.99609375,0.9666193181818182
111,459,RELATED WORK,2 RELATED WORK,4869,0.77734375,0.984375,0.9522235576923077
