doc_index,doc_id,section_title,section_title_raw,section_char_len,PRM_min,PRM_max,PRM_mean,_title_norm,cluster
87,430,LEARNING THE DECOMPOSITIONS,A LEARNING THE DECOMPOSITIONS,6865,0.16015625,0.9765625,0.4749581473214285,LEARNING THE DECOMPOSITIONS,OTHER
88,431,ABSTRACT,ABSTRACT,1342,0.98828125,1.0,0.9977678571428572,ABSTRACT,ABSTRACT
88,431,INTRODUCTION,1 INTRODUCTION,2147,0.85546875,0.9921875,0.9603794642857144,INTRODUCTION,INTRODUCTION
88,431,BACKGROUND AND RELATED WORK,2 BACKGROUND AND RELATED WORK,2819,0.83984375,0.99609375,0.94189453125,BACKGROUND AND RELATED WORK,MIXED/COMBINED
88,431,PALEO,3 PALEO,11352,0.65234375,0.99609375,0.9547183388157896,PALEO,OTHER
88,431,EXPERIMENTS,4 EXPERIMENTS,6587,0.73046875,0.99609375,0.9024251302083334,EXPERIMENTS,EXPERIMENTS/RESULTS
88,431,CONCLUSION,5 CONCLUSION,403,0.98828125,0.99609375,0.9921875,CONCLUSION,CONCLUSION
89,432,ABSTRACT,ABSTRACT,1174,0.9921875,1.0,0.9986979166666666,ABSTRACT,ABSTRACT
89,432,INTRODUCTION,1 INTRODUCTION,5973,0.84765625,0.99609375,0.969383445945946,INTRODUCTION,INTRODUCTION
89,432,REINFORCEMENT LEARNING,2 REINFORCEMENT LEARNING,6638,0.88671875,1.0,0.9777513586956522,REINFORCEMENT LEARNING,OTHER
89,432,REGULARIZED POLICY GRADIENT ALGORITHM,3 REGULARIZED POLICY GRADIENT ALGORITHM,9346,0.349609375,1.0,0.936254040948276,REGULARIZED POLICY GRADIENT ALGORITHM,METHODS
89,432,PGQL,4 PGQL,6677,0.283203125,1.0,0.9344035823170732,PGQL,OTHER
89,432,NUMERICAL EXPERIMENTS,5 NUMERICAL EXPERIMENTS,5876,0.75,0.99609375,0.9321732954545454,NUMERICAL EXPERIMENTS,EXPERIMENTS/RESULTS
89,432,CONCLUSIONS,6 CONCLUSIONS,863,0.9609375,0.99609375,0.984375,CONCLUSIONS,CONCLUSION
89,432,ACKNOWLEDGMENTS,7 ACKNOWLEDGMENTS,211,0.86328125,0.99609375,0.9296875,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
89,432,PGQL BELLMAN RESIDUAL,A PGQL BELLMAN RESIDUAL,1469,0.80078125,0.95703125,0.87890625,PGQL BELLMAN RESIDUAL,OTHER
90,433,ABSTRACT,ABSTRACT,27317,0.349609375,1.0,0.8906470692090396,ABSTRACT,ABSTRACT
91,434,ABSTRACT,ABSTRACT,646,0.99609375,1.0,0.998046875,ABSTRACT,ABSTRACT
91,434,INTRODUCTION,1 INTRODUCTION,3760,0.74609375,0.9921875,0.9522569444444444,INTRODUCTION,INTRODUCTION
91,434,PREREQUISITES,2 PREREQUISITES,4033,0.921875,0.99609375,0.9741908482142856,PREREQUISITES,OTHER
91,434,BATCH-NORMALIZED LSTM,3 BATCH-NORMALIZED LSTM,4374,0.74609375,0.99609375,0.94228515625,BATCH-NORMALIZED LSTM,OTHER
91,434,EXPERIMENTS,5 EXPERIMENTS,9176,0.6953125,0.99609375,0.948999297752809,EXPERIMENTS,EXPERIMENTS/RESULTS
91,434,CONCLUSION,6 CONCLUSION,817,0.6796875,0.984375,0.8704427083333334,CONCLUSION,CONCLUSION
91,434,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,477,0.90625,0.984375,0.94921875,ACKNOWLEDGEMENTS,ACKNOWLEDGMENTS
91,434,TEACHING MACHINES TO READ AND COMPREHEND: TASK SETUP,C TEACHING MACHINES TO READ AND COMPREHEND: TASK SETUP,1341,0.78125,0.99609375,0.9032451923076924,TEACHING MACHINES TO READ AND COMPREHEND: TASK SETUP,MIXED/COMBINED
91,434,HYPERPARAMETER SEARCHES,D HYPERPARAMETER SEARCHES,610,0.796875,0.98046875,0.93359375,HYPERPARAMETER SEARCHES,OTHER
92,435,ABSTRACT,ABSTRACT,789,0.984375,1.0,0.9967447916666666,ABSTRACT,ABSTRACT
92,435,INTRODUCTION,1 INTRODUCTION,3991,0.6640625,0.98828125,0.9255859375,INTRODUCTION,INTRODUCTION
92,435,RELATED WORK,2 RELATED WORK,4345,0.83984375,0.9921875,0.937049278846154,RELATED WORK,RELATED WORK
92,435,STOCHASTIC GRADIENT DESCENT WITH WARM RESTARTS (SGDR),3 STOCHASTIC GRADIENT DESCENT WITH WARM RESTARTS (SGDR),2546,0.8671875,0.99609375,0.9460018382352942,STOCHASTIC GRADIENT DESCENT WITH WARM RESTARTS (SGDR),OTHER
92,435,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,11241,0.49609375,0.9921875,0.901273544520548,EXPERIMENTAL RESULTS,EXPERIMENTS/RESULTS
92,435,DISCUSSION,5 DISCUSSION,1957,0.369140625,0.984375,0.8829273897058824,DISCUSSION,DISCUSSION
92,435,CONCLUSION,6 CONCLUSION,1613,0.8359375,0.984375,0.9435096153846154,CONCLUSION,CONCLUSION
92,435,ACKNOWLEDGMENTS,7 ACKNOWLEDGMENTS,301,0.6953125,0.98046875,0.837890625,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
92,435,SUPPLEMENTARY MATERIAL,8 SUPPLEMENTARY MATERIAL,914,0.72265625,0.875,0.8125,SUPPLEMENTARY MATERIAL,APPENDIX
93,436,ABSTRACT,ABSTRACT,3004,0.97265625,1.0,0.9956597222222222,ABSTRACT,ABSTRACT
93,436,BACKGROUND AND INTRODUCTION,1 BACKGROUND AND INTRODUCTION,6850,0.89453125,1.0,0.9629340277777778,BACKGROUND AND INTRODUCTION,MIXED/COMBINED
93,436,NEURAL PROGRAMMER,2 NEURAL PROGRAMMER,7836,0.51953125,0.99609375,0.9366122159090908,NEURAL PROGRAMMER,OTHER
93,436,EXPERIMENTS,3 EXPERIMENTS,9431,0.6484375,0.98828125,0.9205907534246576,EXPERIMENTS,EXPERIMENTS/RESULTS
93,436,OTHER RELATED WORK,4 OTHER RELATED WORK,974,0.65625,0.95703125,0.87060546875,OTHER RELATED WORK,OTHER
93,436,CONCLUSION,5 CONCLUSION,1128,0.8828125,0.98046875,0.9347098214285714,CONCLUSION,CONCLUSION
94,437,ABSTRACT,ABSTRACT,641,0.99609375,1.0,0.998046875,ABSTRACT,ABSTRACT
94,437,INTRODUCTION,1 INTRODUCTION,2874,0.81640625,0.9921875,0.945068359375,INTRODUCTION,INTRODUCTION
94,437,RELATED WORK,2 RELATED WORK,2360,0.8828125,0.99609375,0.9557291666666666,RELATED WORK,RELATED WORK
94,437,ASYNCHRONOUS ADVANTAGE ACTOR CRITIC (A3C),3 ASYNCHRONOUS ADVANTAGE ACTOR CRITIC (A3C),4399,0.8828125,0.99609375,0.9651041666666668,ASYNCHRONOUS ADVANTAGE ACTOR CRITIC (A3C),OTHER
94,437,HYBRID CPU/GPU A3C (GA3C),4 HYBRID CPU/GPU A3C (GA3C),9662,0.7734375,0.98828125,0.9483384683098592,HYBRID CPU/GPU A3C (GA3C),MIXED/COMBINED
94,437,ANALYSIS,5 ANALYSIS,12673,0.453125,0.98828125,0.8882087628865979,ANALYSIS,DISCUSSION
94,437,CONCLUSION,6 CONCLUSION,1390,0.95703125,0.9921875,0.9833984375,CONCLUSION,CONCLUSION
94,437,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,66,0.91015625,0.91015625,0.91015625,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
95,439,ABSTRACT,ABSTRACT,705,0.98828125,1.0,0.9970703125,ABSTRACT,ABSTRACT
95,439,INTRODUCTION,1 INTRODUCTION,3952,0.53515625,0.9921875,0.92578125,INTRODUCTION,INTRODUCTION
95,439,BACKGROUND ON INDUCTIVE PROGRAM SYNTHESIS,2 BACKGROUND ON INDUCTIVE PROGRAM SYNTHESIS,5036,0.87890625,1.0,0.9761402027027029,BACKGROUND ON INDUCTIVE PROGRAM SYNTHESIS,BACKGROUND/PRELIMINARIES
95,439,LEARNING INDUCTIVE PROGRAM SYNTHESIS (LIPS),3 LEARNING INDUCTIVE PROGRAM SYNTHESIS (LIPS),3278,0.890625,1.0,0.9757254464285714,LEARNING INDUCTIVE PROGRAM SYNTHESIS (LIPS),OTHER
95,439,DEEPCODER,4 DEEPCODER,10134,0.7109375,0.99609375,0.953730193661972,DEEPCODER,OTHER
95,439,EXPERIMENTS,5 EXPERIMENTS,6534,0.609375,0.9921875,0.9005408653846154,EXPERIMENTS,EXPERIMENTS/RESULTS
95,439,RELATED WORK,6 RELATED WORK,3185,0.84765625,0.9921875,0.9594184027777778,RELATED WORK,RELATED WORK
95,439,DISCUSSION AND FUTURE WORK,7 DISCUSSION AND FUTURE WORK,2157,0.81640625,0.9921875,0.9486607142857144,DISCUSSION AND FUTURE WORK,MIXED/COMBINED
95,439,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,172,0.9140625,0.9140625,0.9140625,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
95,439,EXAMPLE PROGRAMS,A EXAMPLE PROGRAMS,4797,0.6875,0.98828125,0.9495634191176472,EXAMPLE PROGRAMS,OTHER
95,439,EXPERIMENTAL RESULTS,B EXPERIMENTAL RESULTS,1743,0.58203125,0.98828125,0.8696986607142857,EXPERIMENTAL RESULTS,EXPERIMENTS/RESULTS
95,439,THE NEURAL NETWORK,C THE NEURAL NETWORK,1867,0.765625,0.99609375,0.9034598214285714,THE NEURAL NETWORK,OTHER
95,439,DEPTH-FIRST SEARCH,D DEPTH-FIRST SEARCH,1473,0.8515625,0.984375,0.9535590277777778,DEPTH-FIRST SEARCH,OTHER
95,439,TRAINING LOSS FUNCTION,E TRAINING LOSS FUNCTION,4311,0.76171875,0.9921875,0.9138926630434784,TRAINING LOSS FUNCTION,METHODS
95,439,DOMAIN SPECIFIC LANGUAGE OF DEEPCODER,F DOMAIN SPECIFIC LANGUAGE OF DEEPCODER,3955,0.58203125,0.99609375,0.96328125,DOMAIN SPECIFIC LANGUAGE OF DEEPCODER,OTHER
95,439,ANALYSIS OF TRAINED NEURAL NETWORKS,G ANALYSIS OF TRAINED NEURAL NETWORKS,1787,0.79296875,0.98828125,0.9072265625,ANALYSIS OF TRAINED NEURAL NETWORKS,DISCUSSION
96,440,ABSTRACT,ABSTRACT,979,0.98828125,1.0,0.9972098214285714,ABSTRACT,ABSTRACT
96,440,INTRODUCTION,1 INTRODUCTION,2824,0.84375,0.9921875,0.9626736111111112,INTRODUCTION,INTRODUCTION
96,440,BACKGROUND,2 BACKGROUND,7338,0.66015625,0.99609375,0.947328629032258,BACKGROUND,BACKGROUND/PRELIMINARIES
96,440,POLICY SEARCH USING BNNS WITH STOCHASTIC INPUTS,3 POLICY SEARCH USING BNNS WITH STOCHASTIC INPUTS,5848,0.640625,0.99609375,0.9449573863636364,POLICY SEARCH USING BNNS WITH STOCHASTIC INPUTS,OTHER
96,440,EXPERIMENTS,4 EXPERIMENTS,10040,0.6484375,0.99609375,0.9474724264705884,EXPERIMENTS,EXPERIMENTS/RESULTS
96,440,RELATED WORK,5 RELATED WORK,1456,0.93359375,0.99609375,0.9698660714285714,RELATED WORK,RELATED WORK
96,440,CONCLUSION AND FUTURE WORK,6 CONCLUSION AND FUTURE WORK,1383,0.91796875,0.9921875,0.9705255681818182,CONCLUSION AND FUTURE WORK,CONCLUSION
96,440,ACKNOWLEDGEMENTS,ACKNOWLEDGEMENTS,233,0.89453125,0.98828125,0.94140625,ACKNOWLEDGEMENTS,ACKNOWLEDGMENTS
96,440,METHODS,B METHODS,2445,0.7265625,0.9921875,0.9252717391304348,METHODS,METHODS
96,440,MODEL PARAMETERS,C MODEL PARAMETERS,1388,0.81640625,0.9921875,0.9564302884615384,MODEL PARAMETERS,METHODS
96,440,COMPUTATIONAL COMPLEXITY,D COMPUTATIONAL COMPLEXITY,1207,0.859375,0.98828125,0.9370659722222222,COMPUTATIONAL COMPLEXITY,OTHER
97,441,ABSTRACT,ABSTRACT,1012,0.99609375,1.0,0.9984375,ABSTRACT,ABSTRACT
97,441,INTRODUCTION,1 INTRODUCTION,3865,0.80859375,0.99609375,0.9508713942307692,INTRODUCTION,INTRODUCTION
97,441,RELATED WORK,2 RELATED WORK,4319,0.9140625,0.9921875,0.9589120370370372,RELATED WORK,RELATED WORK
97,441,RECURRENT NEURAL NETWORKS,3 RECURRENT NEURAL NETWORKS,2142,0.859375,0.99609375,0.9694293478260868,RECURRENT NEURAL NETWORKS,OTHER
97,441,VARIABLE COMPUTATION RNN,4 VARIABLE COMPUTATION RNN,4941,0.78515625,1.0,0.9419389204545454,VARIABLE COMPUTATION RNN,OTHER
97,441,EXPERIMENTS,5 EXPERIMENTS,8312,0.54296875,0.99609375,0.91845703125,EXPERIMENTS,EXPERIMENTS/RESULTS
97,441,CONCLUSION AND FUTURE WORK,6 CONCLUSION AND FUTURE WORK,1131,0.90234375,0.9921875,0.9703125,CONCLUSION AND FUTURE WORK,CONCLUSION
97,441,APPENDIX,A APPENDIX,984,0.48046875,0.98046875,0.8194444444444444,APPENDIX,APPENDIX
98,442,ABSTRACT,ABSTRACT,541,0.97265625,1.0,0.99296875,ABSTRACT,ABSTRACT
98,442,INTRODUCTION,1 INTRODUCTION,4161,0.515625,0.99609375,0.949084051724138,INTRODUCTION,INTRODUCTION
98,442,RELATED WORK,2 RELATED WORK,3360,0.87109375,0.99609375,0.9556790865384616,RELATED WORK,RELATED WORK
98,442,METHOD,3 METHOD,4089,0.357421875,0.99609375,0.9191984953703703,METHOD,METHODS
98,442,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,21085,0.50390625,0.99609375,0.9261410361842104,EXPERIMENTAL RESULTS,EXPERIMENTS/RESULTS
98,442,FUTURE DIRECTIONS,5 FUTURE DIRECTIONS,740,0.5,0.97265625,0.8095703125,FUTURE DIRECTIONS,CONCLUSION
98,442,HYPERPARAMETERS AND ARCHITECTURE DETAILS FOR EXPERIMENTS,A HYPERPARAMETERS AND ARCHITECTURE DETAILS FOR EXPERIMENTS,2142,0.74609375,0.99609375,0.9239583333333332,HYPERPARAMETERS AND ARCHITECTURE DETAILS FOR EXPERIMENTS,MIXED/COMBINED
98,442,CONNECTION TO VARIATIONAL AUTOENCODERS,B CONNECTION TO VARIATIONAL AUTOENCODERS,3677,0.6640625,0.99609375,0.9310546875,CONNECTION TO VARIATIONAL AUTOENCODERS,OTHER
98,442,QUADRATIC BOUNDS FOR STOCHASTIC LOGISTIC REGRESSION DECODER,C QUADRATIC BOUNDS FOR STOCHASTIC LOGISTIC REGRESSION DECODER,2237,0.671875,0.9921875,0.9034598214285714,QUADRATIC BOUNDS FOR STOCHASTIC LOGISTIC REGRESSION DECODER,OTHER
99,443,ABSTRACT,ABSTRACT,953,0.9921875,0.99609375,0.994140625,ABSTRACT,ABSTRACT
99,443,INTRODUCTION,1 INTRODUCTION,4192,0.7421875,0.98828125,0.9167258522727272,INTRODUCTION,INTRODUCTION
99,443,BACKGROUND: SEGMENT TO SEGMENT NEURAL TRANSDUCTION,2 BACKGROUND: SEGMENT TO SEGMENT NEURAL TRANSDUCTION,6038,0.8125,0.9921875,0.944798519736842,BACKGROUND: SEGMENT TO SEGMENT NEURAL TRANSDUCTION,BACKGROUND/PRELIMINARIES
99,443,DECODING,3 DECODING,2909,0.546875,0.9921875,0.9162946428571428,DECODING,OTHER
99,443,EXPERIMENTS,4 EXPERIMENTS,10571,0.498046875,0.99609375,0.9230369857594936,EXPERIMENTS,EXPERIMENTS/RESULTS
99,443,ANALYSIS,5 ANALYSIS,1043,0.77734375,0.9921875,0.8989955357142857,ANALYSIS,DISCUSSION
99,443,RELATED WORK,6 RELATED WORK,3571,0.79296875,0.98046875,0.92328125,RELATED WORK,RELATED WORK
99,443,CONCLUSION,7 CONCLUSION,609,0.9375,0.9765625,0.9609375,CONCLUSION,CONCLUSION
99,443,ALGORITHM,A ALGORITHM,1171,0.2333984375,0.8828125,0.7020263671875,ALGORITHM,METHODS
99,443,EXAMPLE OUTPUTS,B EXAMPLE OUTPUTS,2857,0.62109375,0.96875,0.8740808823529411,EXAMPLE OUTPUTS,OTHER
100,445,ABSTRACT,ABSTRACT,1460,0.98828125,1.0,0.99765625,ABSTRACT,ABSTRACT
100,445,INTRODUCTION,1 INTRODUCTION,2654,0.93359375,0.99609375,0.9736328125,INTRODUCTION,INTRODUCTION
100,445,RELATED WORK,2 RELATED WORK,4373,0.8046875,0.99609375,0.9532552083333332,RELATED WORK,RELATED WORK
100,445,DATASET AND TASKS,3 DATASET AND TASKS,3186,0.734375,0.99609375,0.96171875,DATASET AND TASKS,MIXED/COMBINED
100,445,METHODS,4 METHODS,9696,0.8046875,0.99609375,0.964902052238806,METHODS,METHODS
100,445,EXPERIMENTS,5 EXPERIMENTS,7898,0.4765625,0.99609375,0.90966796875,EXPERIMENTS,EXPERIMENTS/RESULTS
100,445,CONCLUSION,6 CONCLUSION,727,0.89453125,0.98046875,0.95,CONCLUSION,CONCLUSION
100,445,FURTHER SIMULATOR TASK DETAILS,A FURTHER SIMULATOR TASK DETAILS,1457,0.81640625,0.98828125,0.9552283653846154,FURTHER SIMULATOR TASK DETAILS,OTHER
100,445,INSTRUCTIONS GIVEN TO TURKERS,B INSTRUCTIONS GIVEN TO TURKERS,1457,0.91796875,0.99609375,0.9756944444444444,INSTRUCTIONS GIVEN TO TURKERS,OTHER
100,445,ADDITIONAL EXPERIMENTS,C ADDITIONAL EXPERIMENTS,2430,0.73046875,0.9921875,0.9208470394736842,ADDITIONAL EXPERIMENTS,EXPERIMENTS/RESULTS
101,446,ABSTRACT,ABSTRACT,895,0.9921875,1.0,0.9970703125,ABSTRACT,ABSTRACT
101,446,INTRODUCTION,1 INTRODUCTION,4076,0.89453125,0.9921875,0.9658717105263158,INTRODUCTION,INTRODUCTION
101,446,ADVERSARIALLY LEARNED INFERENCE,2 ADVERSARIALLY LEARNED INFERENCE,8464,0.6953125,0.99609375,0.9529532967032966,ADVERSARIALLY LEARNED INFERENCE,OTHER
101,446,RELATED WORK,3 RELATED WORK,2102,0.86328125,0.984375,0.940673828125,RELATED WORK,RELATED WORK
101,446,EXPERIMENTAL RESULTS,4 EXPERIMENTAL RESULTS,9991,0.75,0.9921875,0.9339272103658536,EXPERIMENTAL RESULTS,EXPERIMENTS/RESULTS
101,446,CONCLUSION,5 CONCLUSION,427,0.95703125,0.99609375,0.9778645833333334,CONCLUSION,CONCLUSION
101,446,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,507,0.921875,0.9765625,0.9401041666666666,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
101,446,HYPERPARAMETERS,A HYPERPARAMETERS,5253,0.349609375,0.9609375,0.7234933035714286,HYPERPARAMETERS,EXPERIMENTAL SETUP
101,446,A GENERATIVE STORY FOR ALI,B A GENERATIVE STORY FOR ALI,2594,0.84375,0.98828125,0.96078125,A GENERATIVE STORY FOR ALI,OTHER
102,447,ABSTRACT,ABSTRACT,1434,0.99609375,1.0,0.998828125,ABSTRACT,ABSTRACT
102,447,INTRODUCTION,1 INTRODUCTION,2816,0.703125,0.9921875,0.958984375,INTRODUCTION,INTRODUCTION
102,447,RELATED WORK,2 RELATED WORK,2600,0.8515625,0.9921875,0.95703125,RELATED WORK,RELATED WORK
102,447,THE TASKS,3 THE TASKS,7723,0.6796875,0.99609375,0.957373903508772,THE TASKS,OTHER
102,447,TRAIN/TEST REGIME,4 TRAIN/TEST REGIME,10516,0.765625,0.99609375,0.9692095588235294,TRAIN/TEST REGIME,MIXED/COMBINED
102,447,MODELS,5 MODELS,4970,0.8125,0.99609375,0.9556884765625,MODELS,METHODS
102,447,EXPERIMENTS,6 EXPERIMENTS,5703,0.75,0.98828125,0.930407072368421,EXPERIMENTS,EXPERIMENTS/RESULTS
102,447,CONCLUSIONS,7 CONCLUSIONS,434,0.92578125,0.984375,0.9596354166666666,CONCLUSIONS,CONCLUSION
103,449,ABSTRACT,ABSTRACT,1278,0.99609375,1.0,0.99853515625,ABSTRACT,ABSTRACT
103,449,INTRODUCTION,1 INTRODUCTION,4402,0.875,0.9921875,0.9635044642857142,INTRODUCTION,INTRODUCTION
103,449,RELATED WORK,2 RELATED WORK,5200,0.7890625,0.99609375,0.9656929347826086,RELATED WORK,RELATED WORK
103,449,FRACTAL NETWORKS,3 FRACTAL NETWORKS,6300,0.828125,0.99609375,0.9567522321428572,FRACTAL NETWORKS,OTHER
103,449,EXPERIMENTS,4 EXPERIMENTS,9487,0.46484375,0.99609375,0.8876838235294118,EXPERIMENTS,EXPERIMENTS/RESULTS
103,449,CONCLUSION,5 CONCLUSION,1159,0.7890625,0.98828125,0.951953125,CONCLUSION,CONCLUSION
103,449,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,109,0.97265625,0.97265625,0.97265625,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
104,450,ABSTRACT,ABSTRACT,1293,0.99609375,1.0,0.999609375,ABSTRACT,ABSTRACT
104,450,INTRODUCTION,1 INTRODUCTION,2980,0.96875,0.99609375,0.9861111111111112,INTRODUCTION,INTRODUCTION
104,450,TWO-SAMPLE TESTING,2 TWO-SAMPLE TESTING,5340,0.7578125,0.99609375,0.9753472222222224,TWO-SAMPLE TESTING,OTHER
104,450,CLASSIFIER TWO-SAMPLE TESTS (C2ST),3 CLASSIFIER TWO-SAMPLE TESTS (C2ST),7264,0.63671875,0.99609375,0.9468900240384616,CLASSIFIER TWO-SAMPLE TESTS (C2ST),OTHER
104,450,EXPERIMENTS ON TWO-SAMPLE TESTING,4 EXPERIMENTS ON TWO-SAMPLE TESTING,5965,0.7734375,0.9921875,0.9497282608695652,EXPERIMENTS ON TWO-SAMPLE TESTING,EXPERIMENTS/RESULTS
104,450,EXPERIMENTS ON GENERATIVE ADVERSARIAL NETWORK EVALUATION,5 EXPERIMENTS ON GENERATIVE ADVERSARIAL NETWORK EVALUATION,7775,0.765625,0.99609375,0.9505709134615384,EXPERIMENTS ON GENERATIVE ADVERSARIAL NETWORK EVALUATION,EXPERIMENTS/RESULTS
104,450,EXPERIMENTS ON CONDITIONAL GANS FOR CAUSAL DISCOVERY,6 EXPERIMENTS ON CONDITIONAL GANS FOR CAUSAL DISCOVERY,4430,0.78515625,1.0,0.9676339285714286,EXPERIMENTS ON CONDITIONAL GANS FOR CAUSAL DISCOVERY,EXPERIMENTS/RESULTS
104,450,CONCLUSION,7 CONCLUSION,1863,0.263671875,0.984375,0.79931640625,CONCLUSION,CONCLUSION
104,450,RESULTS ON EVALUATION OF GENERATIVE ADVERSARIAL NETWORKS,A RESULTS ON EVALUATION OF GENERATIVE ADVERSARIAL NETWORKS,1181,0.1669921875,0.1669921875,0.1669921875,RESULTS ON EVALUATION OF GENERATIVE ADVERSARIAL NETWORKS,EXPERIMENTS/RESULTS
104,450,PROOF OF THEOREM 1,B PROOF OF THEOREM 1,685,0.2080078125,0.8828125,0.622314453125,PROOF OF THEOREM 1,OTHER
104,450,ACKNOWLEDGEMENTS,C ACKNOWLEDGEMENTS,268,0.74609375,0.89453125,0.8190104166666666,ACKNOWLEDGEMENTS,ACKNOWLEDGMENTS
105,451,ABSTRACT,ABSTRACT,1612,0.984375,1.0,0.99755859375,ABSTRACT,ABSTRACT
105,451,INTRODUCTION,1 INTRODUCTION,5289,0.6796875,0.99609375,0.9431537828947368,INTRODUCTION,INTRODUCTION
105,451,TOPOLOGY OF LEVEL SETS,2 TOPOLOGY OF LEVEL SETS,14283,0.447265625,0.99609375,0.9433312724820144,TOPOLOGY OF LEVEL SETS,OTHER
105,451,GEOMETRY OF LEVEL SETS,3 GEOMETRY OF LEVEL SETS,3895,0.66796875,0.99609375,0.91328125,GEOMETRY OF LEVEL SETS,OTHER
105,451,NUMERICAL EXPERIMENTS,4 NUMERICAL EXPERIMENTS,3575,0.75390625,0.99609375,0.9203464673913044,NUMERICAL EXPERIMENTS,EXPERIMENTS/RESULTS
105,451,DISCUSSION,5 DISCUSSION,2625,0.875,0.9921875,0.962171052631579,DISCUSSION,DISCUSSION
105,451,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,448,0.78125,0.9765625,0.9114583333333334,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
105,451,CONSTRAINED DYNAMIC STRING SAMPLING,A CONSTRAINED DYNAMIC STRING SAMPLING,3024,0.279296875,0.98828125,0.923046875,CONSTRAINED DYNAMIC STRING SAMPLING,OTHER
105,451,PROOFS,B PROOFS,2217,0.703125,0.99609375,0.942639802631579,PROOFS,OTHER
105,451,2 (‖U‖2 + ‖V ‖2) .,1 2 (‖U‖2 + ‖V ‖2) .,10778,0.6015625,0.9921875,0.9357052364864864,2 (‖U‖2 + ‖V ‖2),OTHER
105,451,VISUALIZATION OF CONNECTION,D VISUALIZATION OF CONNECTION,1057,0.859375,0.98828125,0.943359375,VISUALIZATION OF CONNECTION,OTHER
105,451,A DISCONNECTION,E A DISCONNECTION,1345,0.6171875,0.96875,0.8707386363636364,A DISCONNECTION,OTHER
106,452,ABSTRACT,ABSTRACT,1048,0.99609375,1.0,0.9984375,ABSTRACT,ABSTRACT
106,452,INTRODUCTION,1 INTRODUCTION,4098,0.6796875,0.99609375,0.9418826219512196,INTRODUCTION,INTRODUCTION
106,452,RELATED WORK,2 RELATED WORK,4640,0.8828125,0.98828125,0.9556640625,RELATED WORK,RELATED WORK
106,452,BACKGROUND,3 BACKGROUND,3058,0.8828125,0.99609375,0.9705078125,BACKGROUND,BACKGROUND/PRELIMINARIES
106,452,FIGAR: FINE GRAINED ACTION REPETITION,4 FIGAR: FINE GRAINED ACTION REPETITION,8768,0.65234375,0.99609375,0.9536323051948052,FIGAR: FINE GRAINED ACTION REPETITION,OTHER
106,452,EXPERIMENTAL SETUP AND RESULTS,5 EXPERIMENTAL SETUP AND RESULTS,6456,0.66015625,0.99609375,0.9351827330508474,EXPERIMENTAL SETUP AND RESULTS,MIXED/COMBINED
106,452,"CONCLUSION, SHORTCOMINGS AND FUTURE WORK","6 CONCLUSION, SHORTCOMINGS AND FUTURE WORK",2147,0.87890625,0.98828125,0.9528245192307692,"CONCLUSION, SHORTCOMINGS AND FUTURE WORK",CONCLUSION
106,452,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS,640,0.8046875,0.984375,0.9503348214285714,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
106,452,EXPERIMENTAL DETAILS AND RESULTS,EXPERIMENTAL DETAILS AND RESULTS,8231,0.65234375,0.984375,0.9129379734848484,EXPERIMENTAL DETAILS AND RESULTS,MIXED/COMBINED
106,452,EXPERIMENTAL DETAILS,EXPERIMENTAL DETAILS,3618,0.76953125,0.984375,0.929398148148148,EXPERIMENTAL DETAILS,EXPERIMENTAL SETUP
106,452,EXPERIMENTAL DETAILS,EXPERIMENTAL DETAILS,4855,0.7265625,0.9921875,0.9453125,EXPERIMENTAL DETAILS,EXPERIMENTAL SETUP
107,453,ABSTRACT,ABSTRACT,1037,0.99609375,1.0,0.998046875,ABSTRACT,ABSTRACT
107,453,INTRODUCTION,1 INTRODUCTION,4371,0.90234375,1.0,0.9782366071428572,INTRODUCTION,INTRODUCTION
107,453,RELATED WORK,2 RELATED WORK,2685,0.77734375,1.0,0.94580078125,RELATED WORK,RELATED WORK
107,453,LOSS-AWARE BINARIZATION,3 LOSS-AWARE BINARIZATION,8470,0.6015625,0.99609375,0.9444247159090908,LOSS-AWARE BINARIZATION,OTHER
107,453,EXPERIMENTS,4 EXPERIMENTS,7890,0.62109375,0.99609375,0.9459635416666666,EXPERIMENTS,EXPERIMENTS/RESULTS
107,453,CONCLUSION,5 CONCLUSION,577,0.9609375,0.9921875,0.98046875,CONCLUSION,CONCLUSION
